Date,AAPL,MSFT,AMZN,NFLX,META,GOOG,INTC,AMD,NVDA,GE,GS,BAC,JPM,MS
2021-07-01,134.335,262.7356,171.6485,533.54,352.4564,125.6218,51.2566,93.31,20.1692,65.9316,338.8846,37.5536,140.4507,80.2224
2021-07-02,136.9675,268.5882,175.549,533.98,352.7647,127.9584,51.9429,94.7,20.4436,65.3447,338.1345,37.201,140.3158,80.2311
2021-07-06,138.9835,268.5978,183.787,541.64,350.8552,129.0042,51.3298,94.47,20.6546,63.1926,334.2485,36.2247,137.9597,78.6444
2021-07-07,141.479,270.7938,184.829,535.96,348.5777,129.3089,51.2108,90.54,20.3286,63.4861,332.2694,35.9354,138.1216,78.4875
2021-07-08,140.1774,268.3657,186.5705,530.76,343.7641,128.4137,50.6892,89.74,19.8606,62.9481,324.3799,35.0585,135.7385,76.4039
2021-07-09,142.0074,268.8687,185.9671,535.98,348.5081,128.8088,51.2382,90.9,20.0077,64.3665,335.9656,36.1976,140.082,78.749
2021-07-12,141.4105,268.2689,185.9275,537.31,351.2331,129.7925,51.9154,90.81,20.469,64.1219,343.8641,36.7309,142.0874,80.8588
2021-07-13,142.5261,271.8095,183.8681,540.68,350.169,130.2204,52.0436,90.26,20.2071,63.0459,339.7793,36.0348,139.9741,81.2598
2021-07-14,145.961,273.2896,184.084,547.95,345.7333,131.302,51.7233,89.05,19.7994,62.6547,338.3514,35.1308,139.4975,80.606
2021-07-15,145.3054,271.8579,181.56,542.95,342.5806,130.4908,51.0735,86.93,18.926,62.4101,337.4025,35.1037,139.8032,80.7542
2021-07-16,143.26,271.587,178.6815,530.31,339.2986,131.0664,50.3048,85.89,18.1225,61.383,329.6757,34.281,136.6108,79.5511
2021-07-19,139.4043,267.9691,177.4795,532.28,335.1116,128.4902,50.0028,86.58,18.7399,58.6928,320.5663,33.386,132.1683,77.8947
2021-07-20,143.0252,270.2037,178.6595,531.05,339.7959,130.3268,50.5519,87.11,18.5725,62.1166,329.6396,34.0731,134.6323,80.4839
2021-07-21,142.2912,272.2158,179.26,513.63,344.3409,131.817,51.4579,89.41,19.3689,63.9752,337.538,34.7692,137.4651,83.4131
2021-07-22,143.6613,276.8011,181.9015,511.77,349.2739,132.5407,51.2108,91.21,19.5525,62.1166,336.8241,34.3172,135.7295,83.3172
2021-07-23,145.3836,280.2159,182.832,515.41,367.7724,137.0016,48.502,92.15,19.5165,62.1656,338.0351,34.0821,135.4687,82.428
2021-07-26,145.8044,279.6161,184.991,516.49,370.4278,138.8193,49.7008,91.82,19.2531,63.1926,339.707,34.4709,136.3769,84.1629
2021-07-27,143.6319,277.188,181.3195,518.91,365.8032,135.9882,48.6667,91.03,19.1673,63.9752,338.749,34.3352,136.1971,84.1106
2021-07-28,141.8802,276.8785,181.516,519.3,371.2434,135.5756,48.5661,97.93,19.4617,64.2198,338.1978,34.4709,136.4219,83.7531
2021-07-29,142.5261,277.1493,179.996,514.25,356.365,135.7337,49.1426,102.95,19.6203,65.0024,341.1981,34.9681,137.591,84.5523
2021-07-30,142.7414,275.6112,166.3795,517.57,354.356,134.422,49.1609,106.19,19.4577,63.3393,338.7852,34.6788,136.4939,84.2888
2021-08-02,142.4086,275.5242,166.574,515.15,350.0297,135.1859,49.1243,108.63,19.7081,61.5052,341.7765,34.3172,135.9453,84.5084
2021-08-03,144.2093,277.7491,168.312,510.82,349.3236,135.4747,49.472,112.56,19.773,63.0092,343.7375,34.8505,137.4921,84.8333
2021-08-04,143.8081,277.159,167.736,517.35,356.9617,135.2247,49.3256,118.77,20.231,62.9176,341.4782,34.5974,136.0082,84.5611
2021-08-05,143.9157,280.0708,168.7995,524.89,360.9896,136.1308,49.6365,112.35,20.5933,62.9848,347.2982,35.2754,137.7259,85.9135
2021-08-06,143.2297,280.0127,167.247,520.55,361.5267,136.2262,49.6641,110.11,20.3228,63.9018,359.5797,36.297,141.6378,87.582
2021-08-09,143.1807,278.9196,167.0935,519.97,359.637,137.1865,49.7839,107.58,20.252,63.4066,361.3781,36.7671,141.4849,88.469
2021-08-10,142.7004,277.0913,166.034,515.84,359.1596,137.2805,49.6825,106.48,19.8937,64.8556,368.6891,37.4542,143.2205,89.6107
2021-08-11,142.9552,277.5846,164.6055,512.4,357.996,136.8759,49.8668,107.68,19.6572,64.8311,374.0391,37.9243,144.9292,91.2265
2021-08-12,145.9249,280.3513,165.175,510.72,360.6714,137.5717,49.3141,106.5,19.8628,65.1247,375.0423,38.1051,145.4957,91.9203
2021-08-13,146.1307,283.2921,164.6985,515.92,361.1985,137.5881,49.2681,110.55,20.1452,64.1464,371.2286,37.635,143.868,91.2792
2021-08-16,148.1105,284.985,164.9495,517.92,364.56,138.0951,49.2496,107.48,19.9077,63.1865,369.0326,37.3276,142.9238,91.086
2021-08-17,147.199,283.5146,162.098,518.91,356.4943,136.4892,48.5312,107.56,19.4168,62.1289,365.978,37.1468,141.1971,90.3396
2021-08-18,143.4453,281.7797,160.061,521.87,353.5106,135.763,48.0707,103.44,18.9996,62.0004,360.4021,36.8756,139.9111,88.9257
2021-08-19,143.7785,287.6337,159.3875,543.71,353.1824,136.1045,48.3009,103.7,19.756,60.7838,355.6756,36.3332,138.7421,87.582
2021-08-20,145.2388,294.9901,159.9975,546.88,357.4092,137.619,47.9049,104.65,20.7719,61.1689,357.7542,36.4959,139.1378,88.3988
2021-08-23,146.7286,295.2711,163.2935,553.33,361.3675,140.2657,49.0286,108.77,21.9115,61.7314,362.7969,36.9841,140.9183,89.716
2021-08-24,146.6404,293.3036,165.289,553.41,363.5157,141.5571,49.5628,107.65,21.7468,63.1377,369.2223,37.4994,141.7907,90.5328
2021-08-25,145.4054,292.7124,164.959,547.58,366.38,142.1053,49.5628,108.3,22.1659,64.0119,373.3433,38.1051,144.7133,91.411
2021-08-26,144.6018,289.8823,165.8,550.12,362.3919,141.2832,48.9365,107.27,22.0212,63.2049,372.7016,38.0056,145.4598,91.1914
2021-08-27,145.6407,290.4929,167.4815,558.92,370.5969,143.6963,49.6365,111.4,22.588,64.8618,379.2807,38.4124,146.6288,92.6053
2021-08-30,150.0707,294.2438,171.0785,566.18,378.5831,144.6099,49.6825,111.32,22.6399,64.3114,373.7771,37.6621,144.2817,91.411
2021-08-31,148.8063,292.5864,173.5395,569.19,377.3101,144.6025,49.7931,110.72,22.3415,64.446,375.5116,37.7435,143.841,91.7095
2021-09-01,149.4728,292.538,173.95,582.07,379.9655,144.9802,49.4338,109.99,22.3974,63.376,375.6478,37.2372,143.6342,91.6042
2021-09-02,150.5901,291.8789,173.156,588.55,373.2324,143.3668,49.4891,109.2,22.3525,64.9657,376.4106,37.2735,144.2997,92.0608
2021-09-03,151.2272,291.8692,173.9025,590.53,374.2071,143.9195,49.2865,109.92,22.7986,64.0424,373.5137,37.3008,143.4274,91.5515
2021-09-07,153.5696,290.9388,175.4645,606.71,380.0948,144.6591,49.4154,109.15,22.618,63.1498,372.6147,37.5461,143.1756,91.49
2021-09-08,152.021,290.9678,176.275,606.05,375.5099,144.0274,49.3417,106.17,22.2956,62.7158,367.7836,37.0555,142.5371,90.9543
2021-09-09,151.0017,288.099,174.208,597.54,375.9376,144.0572,49.1852,106.15,22.1339,63.1498,367.4022,37.1918,143.1576,91.1914
2021-09-10,146.0033,286.6064,173.4575,598.72,376.6238,141.0824,49.5904,105.2,22.4343,62.3611,366.4032,36.592,141.5119,90.9982
2021-09-13,146.5717,287.847,172.8585,589.29,374.4557,142.6173,50.6497,104.8,22.1089,63.8651,371.6521,37.2009,143.7601,91.6832
2021-09-14,145.1702,290.5608,172.5,577.76,374.4756,142.5586,50.2168,105.73,22.1988,61.3707,366.5939,36.2013,141.2511,89.4965
2021-09-15,146.0621,295.4359,173.7895,582.87,371.8799,144.348,50.7694,105.6,22.2976,62.459,365.0138,36.4739,142.2313,90.4889
2021-09-16,145.8269,295.8236,174.412,586.5,371.0246,143.5204,50.5023,106.22,22.1988,61.9576,360.2281,36.7556,142.1684,89.9883
2021-09-17,143.1512,290.6383,173.126,589.35,362.7301,140.6276,49.9773,103.88,21.8574,61.4257,355.4878,36.801,141.7997,89.356
2021-09-20,140.0934,285.2398,167.7865,575.43,353.7593,138.1955,48.7983,101.55,21.072,61.0222,343.3827,35.538,137.555,86.616
2021-09-21,140.5736,285.7244,167.1815,573.14,355.5296,138.8213,48.697,102.82,21.2047,59.1942,341.3031,35.5562,137.573,86.3262
2021-09-22,142.9454,289.388,169.0025,590.65,341.3374,140.1057,49.2773,104.38,21.8984,60.2458,350.0482,36.4739,140.2079,88.5217
2021-09-23,143.9059,290.3378,170.8,593.26,344.0724,140.9884,49.7654,106.15,22.4383,62.9481,355.851,37.8824,144.9472,90.9367
2021-09-24,143.9941,290.1343,171.276,592.39,351.0342,141.7902,49.9404,105.8,22.0381,63.511,354.9338,38.2913,146.6198,90.3747
2021-09-27,142.475,285.1138,170.2901,592.64,351.6508,140.6649,50.3457,108.16,21.6179,64.4593,363.0705,39.309,150.163,92.2979
2021-09-28,139.0839,274.7916,165.798,583.85,338.7914,135.3793,49.7378,101.52,20.6588,64.6919,353.7079,39.2181,149.3537,89.6107
2021-09-29,139.9856,275.2569,165.056,599.06,337.7571,133.7261,49.2681,100.35,20.4771,65.0283,349.5215,39.1363,149.2368,87.424
2021-09-30,138.6821,273.2409,164.252,610.34,337.5383,132.478,49.0746,102.9,20.6757,63.0398,343.2919,38.5729,147.2044,85.4568
2021-10-01,139.8092,280.1999,164.163,613.15,341.1385,135.6561,49.6089,102.45,20.7017,64.7469,345.0809,39.1454,150.2979,86.9849
2021-10-04,136.3691,274.3943,159.489,603.35,324.4501,132.9746,49.2496,100.34,19.6936,64.184,339.7684,39.3817,150.136,85.3163
2021-10-05,138.2998,279.8703,161.05,634.81,331.1433,135.3723,49.6917,101.81,20.4112,64.184,350.357,40.1813,152.5878,87.1166
2021-10-06,139.1721,284.0864,163.1005,639.1,331.8196,136.5424,49.7194,103.64,20.6598,63.8353,352.3911,40.1995,152.9135,87.0288
2021-10-07,140.4364,285.7728,165.1215,631.85,327.4237,138.363,49.9036,106.45,21.034,64.5572,354.725,40.0904,153.8815,86.7653
2021-10-08,140.0542,285.7728,164.431,632.66,328.2492,139.2284,49.5628,105.06,20.7905,64.0738,356.7137,40.2903,153.9991,87.8543
2021-10-11,139.966,285.1719,162.315,627.04,323.6743,138.027,49.222,104.68,20.6548,63.6823,349.8394,39.7815,150.7603,85.4393
2021-10-12,138.6919,283.8635,162.3665,624.94,322.0035,135.9052,48.0522,105.04,20.6308,62.8501,351.0108,39.5634,149.6023,85.8696
2021-10-13,138.1038,287.1879,164.214,629.76,322.7693,137.0851,48.1351,109.16,20.8983,62.6299,350.811,39.1999,145.6577,86.5633
2021-10-14,140.8971,293.4296,164.9931,633.8,326.7375,140.5764,49.6457,111.99,21.7037,62.8624,355.2517,40.9536,147.8924,88.7061
2021-10-15,141.9555,294.8447,170.451,628.29,322.9881,140.8378,50.1615,112.12,21.8195,63.8842,368.7552,42.1349,150.7332,89.6985
2021-10-18,143.6315,297.8299,172.337,637.97,333.5104,142.1157,50.1707,116.43,22.1788,63.7067,375.675,42.0531,150.6789,89.0574
2021-10-19,145.7975,298.7409,172.2075,639.0,338.135,142.9721,50.8523,116.33,22.2467,64.08,374.2856,42.2349,152.5064,89.356
2021-10-20,146.2875,297.9462,170.753,625.14,338.9207,141.5735,50.9997,116.39,22.06,64.857,370.408,42.7892,154.5601,88.3988
2021-10-21,146.5031,301.193,171.7505,653.16,340.0147,141.9368,51.5799,119.33,22.6479,63.1132,370.1356,42.5529,153.3478,88.065
2021-10-22,145.7289,299.6423,166.7775,664.78,322.8389,137.8059,45.5561,119.82,22.6818,63.6639,376.2471,43.2253,155.4105,89.3999
2021-10-25,145.6799,298.644,166.0185,671.66,326.8966,137.953,45.5101,122.36,23.121,64.4288,376.6376,43.1708,154.6505,89.4965
2021-10-26,146.3463,300.5631,168.8035,668.52,314.0869,138.8467,44.4693,122.93,24.669,65.7381,379.2348,43.5797,155.0667,90.8665
2021-10-27,145.8857,313.221,169.6245,662.92,310.5165,145.5622,44.1101,122.28,24.4035,63.5415,373.2231,42.7437,151.8369,89.4614
2021-10-28,149.5316,314.3647,172.3285,674.05,315.1909,145.2655,44.2851,121.16,24.8925,64.4043,376.7012,43.4161,154.1258,90.6374
2021-10-29,146.8168,321.4109,168.6215,690.31,321.8046,147.3944,45.1325,120.23,25.5173,64.1657,375.3663,43.4161,153.7006,90.885
2021-11-01,145.9935,319.2301,165.9055,681.17,328.1796,142.9244,45.639,125.23,25.7768,64.9978,378.4084,43.4797,153.6192,91.9638
2021-11-02,147.0324,322.8744,165.6375,677.72,326.29,145.0011,45.9246,127.63,26.3497,65.2792,384.9014,43.507,154.2253,92.5475
2021-11-03,148.4731,323.7176,169.2,688.29,329.8107,145.9226,46.4127,130.53,26.5463,64.8387,379.4981,43.9523,154.2796,90.7347
2021-11-04,147.9537,326.0825,173.85,668.4,334.0176,147.8044,46.6608,137.5,29.7431,64.3737,370.5714,43.0072,152.2531,88.2411
2021-11-05,148.4837,325.7142,175.9495,645.72,339.2688,148.3591,47.2266,136.34,29.6942,66.5336,369.6724,42.6801,152.0359,88.3118
2021-11-08,147.6592,326.6155,174.449,651.45,336.7725,148.469,47.8109,150.16,30.7441,66.3377,370.8166,43.0163,152.9497,88.4887
2021-11-09,148.0224,325.6076,178.8115,655.99,333.5402,148.3666,47.4863,148.92,30.5974,68.0937,368.1014,42.5983,151.7917,88.1703
2021-11-10,145.1858,320.6161,174.1026,646.91,325.8524,145.7596,47.0782,139.87,29.4017,66.6681,362.4439,42.9164,151.6469,86.4549
2021-11-11,145.1367,322.1959,173.625,657.58,325.9518,145.8809,46.8649,146.01,30.3309,65.4689,365.368,43.1526,151.6379,87.4364
2021-11-12,147.2175,326.3539,176.2575,682.61,339.0301,148.7612,46.6608,147.89,30.3309,65.8299,367.7018,42.6256,150.9593,88.2941
2021-11-15,147.2273,325.7239,177.284,679.33,345.6637,148.5053,46.6701,146.49,29.9666,65.267,367.611,42.7528,150.6879,88.6125
2021-11-16,148.2089,329.058,177.035,687.4,341.0888,148.1951,46.9391,152.45,30.1443,63.2356,366.0491,42.7801,149.6023,89.0369
2021-11-17,150.6528,329.2813,177.45,691.69,338.9107,148.1812,46.5866,151.34,29.2041,62.4035,355.5695,42.2621,148.7971,86.3753
2021-11-18,154.9519,331.3689,184.803,682.02,336.8421,149.8184,46.0765,155.02,31.6134,61.5958,355.4061,42.0895,147.5124,86.3753
2021-11-19,157.5823,333.1555,183.8285,678.8,343.416,149.0664,45.9281,155.41,32.9209,61.1614,351.7918,41.2535,145.5854,85.6944
2021-11-22,158.0436,329.9707,178.6286,659.2,339.1494,146.2094,46.2157,152.52,31.8939,61.8222,359.7559,42.0531,148.6885,87.8255
2021-11-23,158.4264,327.8831,179.002,654.06,335.4099,145.8898,45.5386,149.92,31.6843,62.4586,369.0004,43.1617,152.244,90.0715
2021-11-24,158.9466,328.1064,179.0205,658.29,339.1991,145.8505,46.1507,157.8,32.6105,62.5503,362.5075,43.2798,151.0498,89.4172
2021-11-26,153.9115,320.1152,175.228,665.64,331.3025,141.9621,45.2418,154.81,31.4418,59.8643,353.608,41.5806,146.4991,86.5963
2021-11-29,157.2781,326.8635,178.0785,663.84,336.1857,145.2506,46.3733,161.91,33.3111,60.2069,351.0199,41.4262,145.8658,85.9774
2021-11-30,162.2445,320.9988,175.3535,641.9,322.6897,141.6102,45.6313,158.37,32.6125,58.1205,345.9799,40.4084,143.6945,83.8463
2021-12-01,161.7243,320.5036,172.186,617.77,308.9053,140.7812,45.0749,149.11,31.3777,56.9029,343.6885,39.836,142.8441,84.2353
2021-12-02,160.733,319.9307,171.8681,616.47,308.6965,142.9269,45.9096,150.68,32.0675,58.2673,353.7852,40.9864,145.8477,87.4187
2021-12-03,158.8485,313.6387,169.4895,602.13,305.1659,141.6783,45.6777,144.01,30.6371,56.7622,349.3941,40.0551,143.206,86.8439
2021-12-06,162.2642,316.7264,171.3685,612.69,316.1357,142.9468,47.2915,139.06,29.9823,58.7445,355.3919,40.3108,144.8978,87.7813
2021-12-07,168.0158,325.2031,176.1645,625.58,321.0487,147.1617,48.7569,144.85,32.3679,59.6868,365.2603,40.8221,147.0781,90.6374
2021-12-08,171.8438,325.2517,176.158,628.08,328.7564,147.8417,47.9964,145.24,31.768,60.1335,362.7133,40.3199,145.3954,89.5321
2021-12-09,171.3334,323.4359,174.171,611.0,328.0205,147.2308,46.8185,138.1,30.4345,59.8581,361.9556,40.6212,145.1692,88.9397
2021-12-10,176.133,332.6021,172.212,611.66,327.9509,147.7965,46.9205,138.55,30.143,59.3197,356.9986,40.6486,144.5902,87.0385
2021-12-13,172.4916,329.5532,169.5675,604.56,332.665,145.8376,46.3733,133.8,28.1097,56.9825,351.1378,39.7903,142.8713,85.9243
2021-12-14,171.1076,318.814,169.0915,597.99,331.9191,144.1139,46.0951,135.6,28.2854,56.3583,354.9537,40.2925,143.9659,87.3833
2021-12-15,175.9858,324.941,173.315,605.04,339.7959,146.4977,46.9947,146.5,30.4035,56.34,355.9488,40.119,142.8893,87.9227
2021-12-16,169.0759,315.4738,168.871,591.06,333.0728,143.9826,47.1431,138.64,28.3353,56.6153,362.759,41.0869,145.124,88.6921
2021-12-17,167.9766,314.4058,170.0175,586.73,331.9688,141.9592,46.9484,137.75,27.7504,55.9545,348.5451,40.0642,141.8218,85.8889
2021-12-20,166.6123,310.6286,167.079,593.74,323.6743,141.56,46.0023,135.8,27.6685,55.1033,339.2427,39.4069,139.2705,84.3326
2021-12-21,169.7924,317.7945,170.417,604.92,332.3766,143.3683,47.0875,144.25,29.022,56.9893,347.1941,40.3473,141.2156,86.4549
2021-12-22,172.3934,323.533,171.037,614.24,328.647,146.0807,47.273,143.88,29.3464,56.9955,349.029,40.4295,141.7675,86.9235
2021-12-23,173.0216,324.9798,171.0685,614.09,333.4109,146.273,47.5883,146.14,29.586,57.565,351.5029,40.5573,142.2741,87.8432
2021-12-27,176.9967,332.5147,169.6695,613.12,344.2912,147.1891,48.1726,154.36,30.8886,57.9448,354.2416,40.7582,143.0884,88.7805
2021-12-28,175.9759,331.3495,170.661,610.71,344.331,145.5826,48.0057,153.15,30.2668,58.3611,353.8491,40.8129,143.5226,88.4002
2021-12-29,176.0643,332.0292,169.201,610.54,341.0689,145.6388,48.0706,148.26,29.9464,58.0489,352.5619,40.749,143.4503,87.3038
2021-12-30,174.9061,329.4755,168.6445,612.09,342.4811,145.1398,47.9871,145.15,29.5321,57.9937,351.9411,40.6577,143.3779,87.3657
2021-12-31,174.2877,326.5625,166.7171,602.44,334.5148,143.8246,47.7645,143.9,29.3574,57.8529,349.2298,40.6212,143.2603,86.7997
2022-01-03,178.6457,325.0381,170.4046,597.37,336.6929,144.2172,49.3505,150.24,30.0661,58.9368,360.8967,42.1642,146.291,88.5948
2022-01-04,176.3784,319.4646,167.522,591.15,334.6939,143.5631,49.2856,144.42,29.2366,60.8536,371.9884,43.8168,151.8369,92.1938
2022-01-05,171.6867,307.201,164.357,567.52,322.4013,136.8401,49.9626,136.15,27.5537,60.8536,363.9092,43.0773,149.061,89.9123
2022-01-06,168.8207,304.7736,163.254,553.29,330.6461,136.7382,50.0925,136.23,28.1267,61.2087,362.3573,43.9447,150.6446,91.451
2022-01-07,168.9875,304.9289,162.554,541.06,329.9797,136.1949,49.5638,132.0,27.1974,62.0967,362.8868,44.9034,152.1372,92.0081
2022-01-10,169.0072,305.1522,161.486,539.85,326.28,137.7552,51.2054,132.0,27.3501,60.8842,364.4022,44.6751,152.2829,92.0788
2022-01-11,171.8438,305.8416,165.362,540.84,332.5456,139.1901,51.8546,137.31,27.7663,62.3356,367.9443,44.9308,152.4376,93.6616
2022-01-12,172.2854,309.0362,165.207,537.22,331.4417,140.811,51.697,137.47,27.948,62.6111,356.3139,44.6112,153.3022,91.1238
2022-01-13,169.0072,295.957,161.214,519.2,324.6987,138.3089,50.955,132.74,26.5266,62.7459,356.7612,44.5199,153.1111,90.6817
2022-01-14,169.8709,301.2003,162.138,525.69,330.0891,138.9605,51.6599,136.88,26.8929,63.1745,347.7601,43.7438,143.7003,87.4364
2022-01-18,166.6614,293.8694,158.9175,510.8,316.4141,135.4851,50.7881,131.93,25.8558,63.0092,323.5317,42.2373,137.6753,83.13
2022-01-19,163.1573,294.5296,156.299,515.86,317.8463,134.8504,49.7307,128.27,25.0213,61.6191,317.0684,42.4016,135.5456,84.651
2022-01-20,161.4691,292.8498,151.6675,508.25,314.8328,132.7176,48.2654,121.89,24.106,60.1677,317.7804,41.7716,134.3897,88.2765
2022-01-21,159.408,287.4414,142.643,397.5,301.5159,129.3233,48.2654,118.81,23.3314,58.9735,313.9554,41.0138,132.0416,87.4187
2022-01-24,158.6326,287.7716,144.544,387.15,307.0257,129.6016,48.1726,116.53,23.3294,59.3471,313.4807,40.676,131.9233,86.729
2022-01-25,156.8266,280.1202,139.986,366.42,298.5124,125.9866,47.3008,111.13,22.2833,55.7952,311.8009,41.4795,133.3613,87.5779
2022-01-26,156.7382,288.1017,138.8725,359.7,293.0225,128.4763,47.9407,110.71,22.7305,54.6991,312.8325,41.9086,134.6263,88.5771
2022-01-27,156.2769,291.1409,139.6375,386.7,293.0324,128.358,44.5648,102.6,21.904,55.0542,311.3262,41.516,132.2509,89.4437
2022-01-28,167.1816,299.3166,143.978,384.36,300.0638,132.5019,44.268,105.24,22.7984,56.4015,316.7854,41.8812,133.4341,90.6458
2022-01-31,171.5493,301.9577,149.5735,427.14,311.5508,134.8966,45.2789,114.25,24.4414,57.859,323.7873,42.1277,135.2452,91.3047
2022-02-01,171.3824,299.8021,151.1935,457.13,317.2595,137.0638,45.3995,116.78,24.5931,59.984,332.3503,42.8582,137.5661,92.5602
2022-02-02,172.5897,304.3657,150.6125,429.48,321.2377,147.1617,45.9189,122.76,25.196,60.0391,331.4374,42.8125,136.4648,92.5335
2022-02-03,169.7041,292.51,138.8455,405.6,236.4628,141.8076,44.7781,120.08,23.9044,60.2106,327.6215,42.3925,135.3362,91.0821
2022-02-04,169.4191,297.0639,157.6395,410.17,235.7964,142.1709,44.8669,123.6,24.2747,60.6331,335.582,44.0816,138.8493,92.7027
2022-02-07,168.7016,292.2187,157.9355,402.1,223.6829,138.117,45.0257,123.67,24.683,61.1782,336.0841,44.2916,139.3135,93.6554
2022-02-08,171.817,295.724,161.4135,403.53,218.9787,138.3904,45.6145,128.23,25.0623,60.8168,337.8642,45.086,141.9347,94.6972
2022-02-09,173.242,302.181,161.1895,412.89,230.7342,140.6171,46.6425,132.85,26.6564,60.7801,341.9084,44.9947,142.5263,96.8164
2022-02-10,169.1537,293.6072,159.0036,406.27,226.8256,137.7835,45.6612,125.77,25.777,60.4984,338.2933,44.7847,141.9347,95.7835
2022-02-11,165.7337,286.4802,153.2935,391.31,218.3521,133.3374,44.5117,113.18,23.9054,59.2981,331.4374,43.7529,140.0871,93.1123
2022-02-14,165.9695,286.4413,155.167,396.57,216.5122,134.5005,44.465,114.27,24.2228,59.1572,328.863,43.2964,138.7856,91.3314
2022-02-15,169.8122,291.7526,156.5105,407.46,219.7942,135.6194,45.2687,121.47,26.4467,61.8028,332.2408,43.6342,140.8152,92.0972
2022-02-16,169.5763,291.4121,158.1005,398.08,215.3585,136.6751,45.0725,117.69,26.4627,62.1028,328.6896,43.5338,141.0701,90.067
2022-02-17,165.9695,282.8789,154.6525,386.67,206.5767,131.5267,44.4557,112.37,24.4624,60.2963,318.6568,42.0638,137.8209,85.6148
2022-02-18,164.4168,280.1545,152.6015,391.29,205.0352,129.6966,42.0913,113.83,23.5989,56.7628,315.8998,41.9634,138.4671,84.9648
2022-02-22,161.4881,279.9502,150.1975,377.38,200.9774,128.6378,41.7642,115.65,23.3474,57.6569,314.284,41.5982,138.2214,84.3682
2022-02-23,157.3114,272.7014,144.827,367.46,197.3672,126.8311,41.7268,109.76,22.3462,56.7383,311.4723,40.886,135.3271,83.2997
2022-02-24,159.9354,286.6347,151.358,390.03,206.4673,131.8895,43.6613,116.61,23.7047,56.671,310.5594,39.8086,131.5592,81.7504
2022-02-25,162.009,289.2812,153.7885,390.8,209.3316,133.7246,44.5865,121.06,24.113,59.0164,319.6245,41.1051,134.6719,84.1901
2022-02-28,162.2743,290.7212,153.563,394.52,209.8786,134.0939,44.5772,123.34,24.3406,58.4897,311.5636,40.3564,129.0564,80.7976
2022-03-01,160.3874,286.9849,151.142,386.24,202.3797,133.3752,43.7548,113.83,23.4342,56.5423,301.3798,38.7769,124.1872,78.0284
2022-03-02,163.6895,292.0834,152.0525,380.03,206.9745,133.9552,45.6706,118.28,24.18,57.663,308.8914,39.4069,126.7628,78.6962
2022-03-03,163.3652,287.9287,147.8985,368.07,201.8626,133.5144,44.7921,111.98,23.6748,56.6158,306.1733,38.9848,125.8618,78.1619
2022-03-04,160.3579,282.0324,145.641,361.73,198.9685,131.3413,44.9229,108.41,22.8981,54.5888,302.7297,37.5718,122.3214,76.8975
2022-03-07,156.5546,271.3781,137.453,350.26,186.4471,125.7172,44.5585,102.95,21.3167,52.3331,295.5855,35.1772,117.5978,74.3064
2022-03-08,154.7267,268.4007,136.0145,341.76,189.2518,126.5264,44.3902,105.53,21.4785,54.0309,295.108,35.4065,116.7696,74.1817
2022-03-09,160.1417,280.7091,139.279,358.79,197.417,133.075,44.5117,111.05,22.976,55.9311,306.3294,37.6544,121.4477,77.8236
2022-03-10,155.7881,277.8777,146.8175,356.77,194.1449,131.898,43.6052,106.46,22.6206,55.9801,302.9409,37.3149,120.0097,76.4523
2022-03-11,152.0634,272.5068,145.5245,340.32,186.5864,129.7045,42.8296,104.29,22.0635,56.5624,300.2779,37.003,117.3066,75.8468
2022-03-14,148.0242,268.9748,141.853,331.01,185.6117,125.9921,41.4932,102.25,21.2948,56.6666,298.423,37.8012,118.4715,75.4372
2022-03-15,152.4172,279.3956,147.3665,343.75,190.9823,128.8943,41.8764,109.33,22.9351,56.6053,302.2614,38.0765,120.5739,76.8708
2022-03-16,156.8396,286.4401,153.104,357.53,202.519,132.9005,43.5772,115.37,24.4555,58.0458,312.9134,39.2692,125.9619,81.7058
2022-03-17,157.8519,287.2477,157.239,371.4,206.706,133.8051,44.0538,111.69,24.7251,58.5545,315.2183,39.4803,127.5546,83.5758
2022-03-18,161.154,292.317,161.2505,380.6,215.3088,135.9931,44.3435,113.46,26.4093,58.5913,317.1559,39.361,127.5091,84.4306
2022-03-21,162.5299,291.0813,161.4915,374.59,210.3361,135.672,44.2874,115.92,26.6899,58.1193,311.2973,39.3059,127.0996,82.4627
2022-03-22,165.9106,295.8489,164.8891,382.92,215.4679,139.4486,45.222,114.78,26.4802,58.1683,314.9796,40.5354,129.8027,83.8963
2022-03-23,167.2766,291.4023,163.408,374.49,212.2953,137.6851,45.1098,113.92,25.5917,57.4328,308.1843,39.5353,127.2179,82.2579
2022-03-24,171.0701,295.8878,163.6495,375.71,218.372,140.477,48.2405,120.53,28.1035,57.6902,308.7536,39.517,128.0461,82.0353
2022-03-25,171.7089,295.4792,164.7735,373.85,220.6097,140.6852,48.4368,119.67,27.6463,57.6289,309.9107,40.1225,129.1656,82.2579
2022-03-28,172.5737,302.3096,168.9905,378.51,222.3701,141.1112,48.1377,120.24,28.1724,56.3909,307.8996,39.9574,128.2099,81.2695
2022-03-29,175.8758,306.8924,169.315,391.82,228.6059,142.4035,48.8293,123.23,28.6087,58.0151,311.9033,39.8564,128.4921,81.7771
2022-03-30,174.7063,305.3843,166.301,381.47,226.6068,141.8016,48.063,119.22,27.6443,57.9722,308.1659,39.4527,127.9096,80.3791
