Date,AAPL,MSFT,AMZN,NFLX,META,GOOG,INTC,AMD,NVDA,GE,GS,BAC,JPM,MS
2020-09-30,112.7783,202.0013,157.4365,500.03,260.4711,73.0458,46.4741,81.99,13.4901,30.3979,179.3229,21.4461,84.1811,41.4509
2020-10-01,113.7326,204.0469,161.063,527.51,265.1752,74.0642,46.887,84.86,13.5738,30.4467,177.1636,21.455,84.7932,40.5164
2020-10-02,110.0613,198.0252,156.25,503.06,258.5217,72.4901,45.783,81.8,13.0232,31.1785,178.3682,21.5529,85.5976,41.1251
2020-10-05,113.4502,202.0493,159.96,520.65,263.206,73.8619,46.3934,86.15,13.6017,31.2761,180.0635,21.9179,87.4068,41.6652
2020-10-06,110.1977,197.7563,154.998,505.87,257.2487,72.2426,46.1061,84.48,13.6955,30.1051,179.43,21.6953,86.5066,40.9279
2020-10-07,112.0674,201.5211,159.7845,534.66,256.7117,72.5831,47.2729,86.69,13.9223,30.7882,181.6696,22.1494,88.0158,41.7595
2020-10-08,111.9603,202.2414,159.5275,531.79,262.3209,73.8575,47.9012,86.51,13.7974,32.4472,185.5778,22.4698,89.825,42.0082
2020-10-09,113.9079,207.2643,164.3325,539.44,263.0071,75.3133,47.4076,83.1,13.7216,33.3742,185.1852,22.5767,89.3131,41.8624
2020-10-12,121.1434,212.6329,172.1465,539.81,274.2455,77.9939,48.3589,84.29,14.1835,33.3254,191.0565,22.8616,90.4075,43.4999
2020-10-13,117.9298,214.0351,172.1815,554.09,274.6334,78.1196,48.3141,85.28,14.2057,32.7887,188.103,22.2117,88.9425,43.2427
2020-10-14,118.0175,212.1143,168.1855,541.45,270.3369,77.9407,48.0628,84.21,14.0531,33.2766,188.4778,21.0276,88.4482,43.4227
2020-10-15,117.55,210.9618,166.9325,541.94,265.2648,77.4958,48.332,83.13,13.9283,33.5206,186.1311,21.4995,89.772,44.0057
2020-10-16,115.9043,210.9618,163.6355,530.79,264.4791,78.1857,48.6103,83.17,13.7702,35.5699,183.9985,21.5796,89.5867,44.4515
2020-10-19,112.9439,205.7372,160.3605,530.72,259.9738,76.2771,48.9872,82.0,13.4574,35.5699,183.5345,21.1167,88.0776,43.6799
2020-10-20,114.4338,206.1502,160.8505,525.42,266.1002,77.3368,47.9551,81.56,13.6047,35.8138,185.6225,21.4906,88.5806,44.1257
2020-10-21,113.8106,206.2943,159.247,489.05,277.2092,79.1947,48.0179,79.2,13.4844,35.7163,181.0539,21.4104,87.6981,43.1912
2020-10-22,112.7199,206.3807,158.82,485.23,276.6026,80.2892,48.3769,79.42,13.3211,37.668,183.2757,22.1405,90.7958,44.3829
2020-10-23,112.0285,207.6677,160.22,488.28,283.2362,81.5652,43.261,81.96,13.5497,37.2288,182.9545,22.1672,91.6166,44.4686
2020-10-26,112.0382,201.7612,160.352,488.24,275.5981,79.0526,41.9326,82.23,13.102,36.009,179.4746,21.8467,89.3484,43.1398
2020-10-27,113.5476,204.8057,164.3165,488.93,281.7443,79.739,40.9633,78.88,13.3567,34.6429,174.6027,21.2324,87.6628,41.6567
2020-10-28,108.289,194.6542,158.1391,486.24,266.2096,75.3829,39.7157,76.4,12.5893,36.2042,169.3293,20.8941,85.2005,40.7822
2020-10-29,112.3011,196.6134,160.5505,504.21,279.2978,77.899,39.5901,78.02,12.9851,35.9603,169.481,20.9564,85.7565,41.5595
2020-10-30,106.0102,194.4525,151.8075,475.74,261.6744,80.5716,39.7427,75.29,12.4966,36.2042,168.6779,21.0989,86.5243,41.5854
2020-11-02,105.9226,194.3181,150.224,484.12,259.934,80.8211,39.9042,74.7,12.5432,36.6921,169.713,21.4372,88.4747,42.6477
2020-11-03,107.5489,198.2557,152.4205,487.22,263.8525,82.0229,40.2542,76.58,12.9806,38.3023,176.6104,21.9802,91.2635,44.2023
2020-11-04,111.9408,207.8213,162.058,496.95,285.812,86.9397,41.0171,81.35,13.753,38.3023,176.5568,21.0811,88.4747,44.4182
2020-11-05,115.914,214.4481,166.1,513.76,293.0722,87.6475,41.2974,83.0,14.1177,38.9854,181.0986,21.909,92.0931,45.0832
2020-11-06,115.7823,214.8611,165.5685,514.73,291.8091,87.567,41.0352,85.88,14.5185,39.4734,179.5817,21.6419,90.8664,44.6514
2020-11-09,113.4704,209.7421,157.187,470.5,277.249,87.6291,41.2251,83.12,13.59,42.5473,191.7792,24.7133,103.169,48.3824
2020-11-10,113.129,202.6544,151.751,480.24,270.9436,86.5053,41.0804,77.99,12.7319,43.8158,194.0456,24.6242,102.8336,48.1493
2020-11-11,116.5627,207.975,156.8695,490.76,274.9715,87.1177,41.9031,81.28,13.3779,43.3768,194.5632,24.3394,101.298,48.6588
2020-11-12,116.2896,206.9089,155.5141,486.77,273.5791,86.975,40.6374,81.84,13.4166,42.7424,191.4045,23.7607,100.0536,47.9765
2020-11-13,116.3384,207.9366,156.4405,482.84,275.4389,88.326,41.0985,81.43,13.2573,45.1332,195.4822,24.0367,100.6802,48.892
2020-11-16,117.3529,208.6281,156.553,479.1,277.438,88.5427,41.7585,83.73,13.4749,46.6947,198.4268,24.553,103.522,50.1875
2020-11-17,116.4652,205.9677,156.783,480.63,273.4996,87.9845,41.1618,83.36,13.3822,47.2313,200.4523,24.5263,102.4718,50.7921
2020-11-18,115.1385,203.2523,155.273,481.79,270.4861,86.8229,40.7369,82.54,13.3886,47.4753,200.14,24.0189,101.7128,50.7921
2020-11-19,115.7335,204.5426,155.851,484.67,271.4508,87.6748,41.2432,85.54,13.4001,47.1337,200.3809,24.0189,101.9864,50.6366
2020-11-20,114.4654,202.5879,154.97,488.24,268.2285,86.5948,41.0352,84.64,13.0487,47.6218,199.2923,23.8675,101.1127,49.9284
2020-11-23,111.0609,202.3183,154.9195,476.62,266.9654,86.2304,41.6409,85.31,13.1007,49.1342,204.182,24.3839,104.0251,52.053
2020-11-24,112.3485,205.9292,155.903,482.88,275.4091,87.9214,42.4998,85.07,12.919,50.9884,211.9181,25.7994,108.8349,54.929
2020-11-25,113.1875,205.9389,159.2536,485.0,274.0864,88.0481,42.536,86.71,13.1952,51.2324,211.0616,25.8439,107.6964,54.8254
2020-11-27,113.7338,207.2484,159.767,491.36,276.2942,89.1297,42.8976,87.19,13.2216,50.7444,210.0443,25.8083,106.9816,55.1363
2020-11-30,116.1335,206.1314,158.402,490.7,275.4588,87.5168,43.7112,92.66,13.3615,49.671,205.7435,25.0694,104.0339,53.4003
2020-12-01,119.7136,208.1921,161.004,504.58,284.9866,89.3737,44.8052,92.63,13.35,49.5247,208.2107,25.5412,105.6754,54.6526
2020-12-02,120.0648,207.3832,160.1765,503.38,285.9513,90.8574,45.1125,93.74,13.504,50.8908,213.2078,25.8706,107.7053,55.2918
2020-12-03,119.9282,206.2951,159.3365,497.52,280.3122,90.7988,46.098,92.31,13.3599,51.7203,211.252,25.8975,106.9992,55.3263
2020-12-04,119.2551,206.4107,158.129,498.31,278.1739,90.8594,46.9975,94.04,13.5217,53.0865,214.9393,26.2379,107.97,56.1381
2020-12-07,120.7184,206.3433,157.9,515.78,284.0219,90.4364,45.3837,94.07,13.5701,52.9889,213.9255,26.0587,107.5641,55.499
2020-12-08,121.3329,207.9995,158.8645,512.66,281.8537,90.3902,45.8267,92.92,13.3141,53.4768,214.2754,25.9154,107.67,55.1967
2020-12-09,118.7966,203.9456,155.21,493.6,276.4036,88.6794,45.2662,89.83,12.8959,55.5749,217.8461,25.7989,106.8316,55.594
2020-12-10,120.2208,202.7131,155.0745,501.09,275.608,88.242,45.438,91.66,12.9373,55.2334,219.2636,26.0766,106.1432,55.6545
2020-12-11,119.4112,205.3515,155.821,503.22,272.0575,88.5621,44.9588,91.65,12.9782,54.4526,215.3071,25.5929,105.5166,54.6872
2020-12-14,118.7966,206.2566,157.8485,522.42,272.694,87.483,45.6278,94.78,13.2729,52.8426,213.3334,25.2794,104.4046,53.4435
2020-12-15,124.7472,206.1892,158.256,519.78,274.0466,87.8662,45.8041,97.12,13.3245,54.2087,217.4962,25.6556,106.1873,55.2313
2020-12-16,124.6789,211.1482,162.048,524.83,274.1659,87.6291,46.2155,96.85,13.2068,53.3305,218.6984,25.7273,106.4962,55.4731
2020-12-17,125.5471,211.283,161.804,532.9,272.9824,86.8786,45.7906,96.84,13.3053,53.0865,219.2905,25.8258,105.6137,55.8531
2020-12-18,123.5571,210.4838,160.0825,534.45,274.8919,86.0391,42.9066,95.92,13.2363,52.7934,217.227,25.6825,105.093,55.4299
2020-12-21,125.0886,214.3355,160.309,528.91,271.3016,86.4546,41.9122,93.23,13.2964,52.598,230.5497,26.641,109.0379,58.5823
2020-12-22,128.6492,215.6354,160.326,527.33,265.6327,85.6658,41.7404,93.16,13.2425,51.8167,224.3684,26.1662,107.3787,57.5546
2020-12-23,127.7517,212.8237,159.2635,514.48,266.6472,86.1072,42.102,91.55,12.9742,53.0376,230.0742,26.9187,110.3794,58.9105
2020-12-24,128.737,214.4896,158.6345,513.97,265.941,86.4287,42.554,91.81,12.9588,52.012,229.8141,26.838,109.894,58.8069
2020-12-28,133.3414,216.6176,164.198,519.12,275.4887,88.2797,42.554,91.6,12.8653,51.9632,232.8913,26.9903,110.6177,58.7723
2020-12-29,131.5659,215.8376,166.1,530.87,275.2699,87.4164,44.6515,90.62,12.9084,51.5725,231.4738,26.8828,110.3264,58.4787
2020-12-30,130.4441,213.4592,164.2925,524.59,270.3867,86.4621,44.0729,92.29,13.1104,52.3051,232.7657,26.856,110.6353,58.5909
2020-12-31,129.4393,214.1718,162.8465,540.73,271.6696,87.0764,45.0402,91.71,13.0198,52.7446,236.5876,27.1516,112.1445,59.1869
2021-01-04,126.2397,209.6172,159.3315,522.86,267.4726,85.9014,44.9046,92.3,13.0782,51.133,237.7449,26.9008,111.0854,59.0141
2021-01-05,127.8005,209.8194,160.9255,520.8,269.4916,86.5316,45.7544,92.77,13.3687,52.598,243.065,27.1068,111.6899,60.016
2021-01-06,123.4985,204.3789,156.919,500.49,261.8734,86.2518,46.1974,90.33,12.5805,55.4795,256.1813,28.7998,116.9343,63.6347
2021-01-07,127.7127,210.1949,158.108,508.89,267.2737,88.8344,47.1828,95.16,13.3081,55.0399,261.6539,29.4359,120.7744,64.723
2021-01-08,128.815,211.4756,159.135,510.4,266.1101,89.8266,46.6946,94.58,13.241,55.3818,260.2454,29.1402,120.9077,64.9907
2021-01-11,125.8202,209.4246,155.7105,499.1,255.4387,87.814,46.5952,97.25,13.5848,55.919,263.6097,29.624,122.7122,65.6903
2021-01-12,125.6446,206.9595,156.0415,494.25,249.72,86.8115,48.1321,95.355,13.4484,57.5307,271.1279,30.1525,124.6411,65.4657
2021-01-13,127.6834,208.3173,158.2945,507.79,250.267,87.2017,51.4861,91.78,13.4953,56.505,271.7828,29.9733,124.7566,65.2584
2021-01-14,125.7519,205.1204,156.3735,500.86,244.2998,86.4949,53.5655,90.79,13.1647,56.9446,276.2057,30.4481,125.4855,66.0444
2021-01-15,124.0253,204.7641,155.2125,497.98,249.9886,86.2965,52.0557,88.21,12.8249,55.3329,270.0513,29.5702,123.2366,64.9821
2021-01-19,124.6984,208.4136,156.038,501.77,259.6754,89.0139,52.4264,89.45,12.9902,55.8214,263.9417,29.3552,122.7033,64.7661
2021-01-20,128.7955,216.0206,163.169,586.34,266.0206,93.7875,53.0411,88.75,13.3298,55.626,260.5953,28.97,120.8633,64.6366
2021-01-21,133.5169,216.6272,165.3495,579.84,271.3812,94.0037,56.4675,91.53,13.8302,54.0632,259.6084,28.4594,119.8499,64.5157
2021-01-22,135.663,217.5709,164.6115,565.17,273.0023,94.4908,51.224,92.79,13.6756,54.2585,259.6264,28.2624,118.9255,64.0234
2021-01-25,139.4187,221.0181,164.7,556.78,276.4932,94.4088,50.121,94.13,13.6165,53.6725,253.9295,27.913,117.441,62.512
2021-01-26,139.6528,223.7143,166.3065,561.93,280.5111,95.2955,49.9131,94.71,13.3991,55.1376,252.7811,27.7159,116.961,61.5015
2021-01-27,138.5798,224.2631,161.629,523.28,270.6552,90.9986,48.4485,88.84,12.883,55.5772,245.2181,26.7216,113.6543,59.0919
2021-01-28,133.7316,230.0695,161.881,538.6,263.5541,92.605,50.6861,87.52,13.0159,54.1609,246.7343,27.1605,115.6543,60.177
2021-01-29,128.7272,223.358,160.31,532.39,256.9205,91.2446,50.1843,85.64,12.9548,52.1586,243.2803,26.5604,114.3743,58.2064
2021-02-01,130.8538,230.7628,167.144,539.04,260.5805,94.5057,51.2511,87.66,13.2014,52.4515,246.4742,26.838,115.2188,58.7446
2021-02-02,131.683,230.628,169.0,548.16,265.6228,95.806,52.4354,88.86,13.5202,54.8935,257.4553,27.7965,118.7655,61.592
2021-02-03,130.6587,233.9886,165.6265,539.45,265.1951,102.8919,52.1461,87.89,13.4941,54.6981,258.8728,28.2892,120.1255,61.2882
2021-02-04,134.0242,233.0353,166.55,552.16,265.036,102.5092,53.4718,87.84,13.6275,55.919,263.538,29.1134,122.89,62.7553
2021-02-05,133.609,233.2183,167.6075,550.79,266.6372,104.2801,52.9169,87.9,13.5544,55.6748,263.3137,28.9969,122.6499,63.5626
2021-02-08,133.7555,233.4783,166.147,547.92,265.1255,104.0271,53.8083,91.47,14.3999,56.7004,269.2797,29.6419,124.57,64.4394
2021-02-09,132.8763,234.73,165.25,559.07,267.9799,103.5599,53.4627,90.91,14.2248,56.3585,269.5578,29.5165,124.0722,64.4481
2021-02-10,132.2706,233.8153,164.329,563.59,270.3867,104.1499,53.5354,92.35,14.7245,55.6748,272.985,29.5434,124.1433,64.5262
2021-02-11,132.0165,235.4233,163.1065,557.59,268.9147,104.1753,55.1726,92.66,15.2097,55.9679,271.2265,29.4538,123.7966,63.9967
2021-02-12,132.251,235.9048,163.8855,556.52,269.0241,104.5838,56.2186,93.77,14.921,57.2865,274.8151,29.8927,125.5566,64.7693
2021-02-16,130.1212,234.6626,163.4475,557.28,272.4752,105.4681,56.8189,91.46,15.289,58.4586,279.8751,30.6989,128.5789,66.0193
2021-02-17,127.8254,235.6857,165.432,551.34,272.0774,105.7867,56.2549,89.94,14.8659,57.9213,280.5748,30.8243,128.9789,65.4985
2021-02-18,126.7214,235.29,166.4115,548.22,267.9202,105.2345,56.0367,88.64,14.7891,56.7981,278.0269,30.6273,129.4145,64.9603
2021-02-19,126.8777,232.5683,162.495,540.22,260.1329,104.4362,57.31,89.58,14.8863,58.7028,283.1586,30.9408,131.5745,65.9759
2021-02-22,123.0969,226.3335,159.037,533.78,258.9096,102.6339,55.2181,85.37,14.3171,61.047,284.2801,31.4872,132.81,67.1913
2021-02-23,122.9601,225.1368,159.725,546.15,264.4045,102.9312,55.591,84.74,14.1039,61.4866,286.3794,31.8187,133.8767,67.2781
2021-02-24,122.4619,226.3721,157.9765,553.41,262.8679,104.1395,57.4737,86.94,14.46,64.0749,296.6338,32.5891,136.2323,69.3442
2021-02-25,118.2023,221.006,152.858,546.7,253.3004,100.9678,54.9361,82.42,13.2717,62.3168,294.05,32.186,134.3834,68.0854
2021-02-26,118.4661,224.2778,154.6465,538.85,256.2144,101.2412,55.2817,84.51,13.6776,61.2424,286.6216,31.0931,130.8189,66.7312
2021-03-01,124.8457,228.6788,157.307,550.64,263.4646,103.4605,57.1918,86.39,13.8045,64.0261,297.1505,32.0605,133.7789,68.7192
2021-03-02,122.2372,225.7159,154.7265,547.82,257.5869,103.1787,55.7001,84.13,13.3702,63.3912,298.0692,31.8276,133.3434,70.1342
2021-03-03,119.2477,219.6259,150.25,520.7,254.0165,100.7367,54.4813,80.86,12.7703,65.6377,301.2126,32.6249,135.9212,71.2367
2021-03-04,117.3622,218.8248,148.8786,511.29,256.2343,101.8491,53.0534,77.75,12.3369,66.2726,296.5831,32.859,133.8323,70.412
2021-03-05,118.6224,223.525,150.023,516.39,262.8381,104.804,55.2454,78.52,12.4279,66.468,294.8538,33.2461,134.1434,70.2036
2021-03-08,113.679,219.4618,147.5975,493.33,253.917,100.6105,54.4359,73.96,11.562,69.2538,300.9964,33.4261,135.9212,70.4033
2021-03-09,118.3,225.629,153.1425,506.44,264.2901,102.0285,57.0008,78.53,12.4908,68.423,297.754,32.6969,134.9612,70.1862
2021-03-10,117.2156,224.3164,152.882,504.54,263.4547,102.1443,56.6188,77.52,12.439,64.7575,308.0487,33.6422,137.8945,72.1308
2021-03-11,119.15,228.8622,155.6795,523.06,272.3857,105.1137,57.5829,81.23,12.963,59.9678,308.1207,33.5251,137.1745,72.2697
2021-03-12,118.2414,227.5303,154.4745,518.02,266.9356,102.4868,57.21,81.05,12.8258,61.4829,314.1643,34.1553,138.8012,73.2159
2021-03-15,121.1332,226.6231,154.084,520.25,272.2564,102.7139,58.0195,82.5,13.1603,65.2462,311.6784,33.9843,138.1079,72.7992
2021-03-16,122.6768,229.422,154.593,524.03,277.7562,104.0078,58.9199,82.75,13.26,64.2688,307.7695,33.8852,136.4545,71.6533
2021-03-17,121.8855,228.7753,156.7865,524.44,282.4604,103.9362,59.8294,82.63,13.3099,66.5169,310.6877,34.1643,137.859,72.7992
2021-03-18,117.7529,222.6757,151.3995,504.79,277.0998,101.2094,57.9603,78.12,12.6926,64.7575,313.4347,35.0556,140.1345,72.8687
2021-03-19,117.2254,222.3186,153.748,512.18,288.5271,101.5563,57.9922,79.06,12.8156,64.6109,310.0122,34.6865,137.9034,72.0006
2021-03-22,120.547,227.7619,155.5435,523.11,291.9384,101.3272,59.693,80.3,13.1553,64.171,305.6259,33.9032,134.1967,71.1151
2021-03-23,119.7166,229.2965,156.875,535.09,289.0443,102.0414,57.7375,78.38,13.0401,61.8739,298.8168,33.2191,132.8545,68.6844
2021-03-24,117.3231,227.2504,154.3535,520.81,280.6006,101.6488,56.4278,76.48,12.6133,61.092,296.0067,33.2191,133.8856,68.8667
2021-03-25,117.8116,224.2392,152.313,502.86,277.2192,101.614,56.4096,76.22,12.5058,62.8025,297.718,33.9032,135.6012,69.5612
2021-03-26,118.4173,228.2349,152.6015,508.05,281.4758,101.1761,59.0018,77.41,12.8091,63.4867,294.8718,34.8215,137.859,69.431
2021-03-29,118.5931,227.0381,153.7865,513.95,289.2333,102.1901,58.6652,77.14,12.9178,63.2912,293.3767,34.4884,135.7167,67.608
2021-03-30,117.1375,223.7663,152.7645,513.39,286.4286,102.1697,58.0013,76.0,12.8415,65.0018,299.0329,35.1006,137.3167,68.6584
2021-03-31,119.3356,227.5496,154.704,521.66,292.923,102.8203,58.2105,78.5,13.3169,64.171,294.5206,34.8305,135.3167,67.417
2021-04-01,120.166,233.9002,158.05,539.42,297.0305,106.2559,58.7107,81.09,13.7793,64.9041,295.097,35.5507,136.6323,67.9031
2021-04-05,122.9992,240.3859,161.3365,540.67,307.2246,110.62,60.5207,81.43,13.9547,65.7838,291.4042,35.8298,137.357,67.7121
2021-04-06,123.3021,239.2181,161.1911,544.53,304.589,110.5802,59.6293,81.44,13.8289,65.4906,294.5746,35.7307,136.3913,68.6584
2021-04-07,124.9531,241.1869,163.9695,546.99,311.3818,111.8193,60.2569,82.2,14.1103,65.4417,294.1153,36.0548,138.5283,68.615
2021-04-08,127.3565,244.4201,164.965,554.58,311.3121,112.6027,60.9845,83.35,14.2834,65.7349,298.2493,35.7397,138.6982,69.622
2021-04-09,129.9356,246.9295,168.61,555.31,310.7552,113.6186,62.0851,82.76,14.3662,66.468,297.9521,36.0008,139.7354,70.0734
2021-04-12,128.2162,246.9874,168.9695,552.78,309.8402,112.0733,59.4884,78.58,15.1733,66.4192,298.8798,36.0638,139.4403,69.6046
2021-04-13,131.3327,249.4774,170.0,553.73,308.0699,112.6936,59.3201,80.19,15.6427,65.6861,295.133,35.3976,137.7773,69.0403
2021-04-14,128.988,246.6786,166.65,540.02,301.1678,112.0758,58.3833,78.55,15.2411,66.8591,302.0412,35.9018,135.2021,70.1342
2021-04-15,131.4011,250.4522,168.9545,549.22,306.1405,114.1544,59.1382,83.01,16.0994,66.2236,304.9233,34.8755,136.0605,70.1602
2021-04-16,131.0689,251.649,169.972,546.54,304.5095,114.2091,58.8926,82.15,15.8751,65.4417,308.3099,35.2446,137.0709,68.2243
2021-04-19,131.7332,249.7187,168.6005,554.44,300.591,114.4397,57.8739,81.11,15.3257,65.7838,309.0124,35.2626,136.4897,69.4744
2021-04-20,130.0431,249.2555,166.7345,549.57,300.9987,114.0038,57.0281,79.27,15.1356,63.8289,298.9158,34.2813,133.4675,67.0958
2021-04-21,130.4241,251.4946,168.101,508.9,299.8252,113.9869,57.9376,81.61,15.3244,65.2462,301.9691,34.8575,134.6031,68.7973
2021-04-22,128.9,248.2035,165.452,508.78,294.9022,112.7259,56.9098,79.06,14.8154,65.5394,297.9882,34.5334,131.7687,67.9639
2021-04-23,131.2252,252.0447,167.044,505.55,299.487,115.0809,53.8811,82.76,15.2294,66.2236,305.6439,35.2716,134.2901,70.2731
2021-04-26,131.616,252.4308,170.45,510.3,301.3866,115.6496,53.4445,85.41,15.4417,66.3214,309.3997,35.4787,134.621,70.7679
2021-04-27,131.2936,252.8361,170.8715,505.55,301.9137,114.6744,52.7259,85.21,15.3456,65.9304,312.2008,35.9018,135.2379,71.1498
2021-04-28,130.5023,245.6845,172.925,506.52,305.4244,118.2923,52.4076,84.02,15.2409,64.5131,313.5338,36.0368,136.1142,71.8183
2021-04-29,130.4046,243.7059,173.5655,509.0,327.7122,120.7766,53.0079,83.91,15.2888,64.5619,317.9111,37.0091,138.7608,72.9167
2021-04-30,128.4311,243.3875,173.371,513.47,323.3063,119.7939,52.3257,81.62,14.9743,64.1222,313.84,36.4869,137.5269,71.9665
2021-05-03,129.4862,243.0786,169.3245,509.11,320.82,119.0508,52.0802,78.55,14.8019,65.7349,315.3802,36.514,137.1245,71.888
2021-05-04,124.9043,239.1505,165.5935,503.18,316.623,117.0169,51.7527,78.61,14.3175,64.1222,315.092,36.9101,139.0201,72.0449
2021-05-05,125.1485,237.8765,163.527,496.08,313.3012,117.1407,51.7073,77.83,14.4245,64.5619,322.0992,37.2612,140.8441,73.6752
2021-05-06,126.7507,241.0229,165.3185,499.55,318.2739,118.3639,52.3364,77.89,14.4889,64.5619,329.6198,37.8193,143.6785,75.6978
2021-05-07,127.426,243.6577,164.5805,503.84,317.3391,119.2258,52.7757,78.81,14.7775,65.0018,334.0512,37.9723,144.1703,76.4562
2021-05-10,124.1378,238.5618,159.5245,486.69,304.3006,116.3911,51.2199,75.99,14.2322,65.2462,332.0607,37.8553,144.1524,75.3839
2021-05-11,123.2179,237.6449,161.1955,495.08,304.8575,114.7559,50.3689,76.83,14.2727,63.9755,324.1708,37.4232,141.7562,74.0326
2021-05-12,120.1451,230.667,157.597,484.98,300.8993,111.2925,49.0694,74.64,13.7262,62.6559,319.199,37.0721,140.7815,72.9516
2021-05-13,122.298,234.5565,158.0735,486.66,303.5945,112.4302,49.4263,73.09,13.6332,63.389,323.171,37.6663,144.4028,73.9803
2021-05-14,124.725,239.498,161.145,493.37,314.2162,115.1237,50.6526,74.59,14.2096,64.8063,332.1417,38.1344,146.6471,76.1511
2021-05-17,123.5702,236.6315,163.5195,488.94,313.7388,115.3846,50.6343,74.65,14.1322,64.2688,332.5741,38.4765,147.2372,76.7962
2021-05-18,122.1806,234.6047,161.614,486.28,308.2688,114.4909,50.1858,74.44,13.9828,63.389,328.3499,37.9543,145.1628,75.8198
2021-05-19,122.024,235.1852,161.59,487.7,311.879,114.7534,50.6617,76.23,14.0327,63.9755,322.7837,37.7833,144.0541,75.0178
2021-05-20,124.588,238.4355,162.384,501.67,316.8716,117.1084,51.2016,78.06,14.5782,63.8289,324.0447,37.6933,143.8037,75.3839
2021-05-21,122.7482,237.1682,160.154,497.89,314.5046,116.5621,51.3206,77.17,14.9565,64.6597,329.881,38.1704,145.44,77.0142
2021-05-24,124.3825,242.5951,162.2495,502.9,322.8588,119.6224,52.1259,77.44,15.5753,64.4153,331.7094,38.3775,146.2268,78.1911
2021-05-25,124.1868,243.5045,162.9525,501.34,326.0016,119.7417,52.0436,77.86,15.611,64.1222,328.3049,37.8193,144.7157,77.4675
2021-05-26,124.1378,243.282,163.258,502.36,325.8723,120.9575,52.0893,78.34,15.6631,65.4906,330.9078,37.8463,144.6979,77.8947
2021-05-27,122.6014,241.1731,161.5055,503.86,330.9345,119.4157,52.8306,78.42,15.4516,70.1335,334.4835,38.3054,146.9511,78.7229
2021-05-28,121.9457,241.531,161.1535,502.81,326.9364,119.8655,52.2723,80.08,16.2064,68.7162,336.2005,38.1614,146.8527,79.2895
2021-06-01,121.6228,239.3255,160.9325,499.08,327.3342,120.7726,52.0619,80.81,16.2263,69.1561,345.6173,38.6385,148.4711,80.3008
2021-06-02,122.3861,239.2287,161.6995,499.24,327.3541,120.3486,52.6018,81.97,16.7388,68.8629,346.521,38.6565,148.4801,80.8675
2021-06-03,120.8986,237.6906,159.3505,489.43,324.2611,119.52,51.467,80.28,16.9299,68.8629,351.2926,39.0995,148.5784,81.3818
2021-06-04,123.1984,242.6048,160.311,494.74,328.5476,121.8636,52.5011,81.58,17.537,68.2275,353.7598,39.1176,148.8198,81.9136
2021-06-07,123.2081,245.5263,159.9005,494.66,334.7436,122.5759,52.2449,81.35,17.5776,67.9831,350.7865,38.982,148.1224,81.2598
2021-06-08,124.0302,244.3267,163.2055,492.39,331.8594,123.4089,52.1625,80.89,17.416,67.9343,347.6597,38.765,147.5323,80.8936
2021-06-09,124.4118,245.3134,164.0575,485.81,328.4481,123.8339,52.1625,79.96,17.3215,67.1034,345.9245,38.2588,145.6904,80.789
2021-06-10,123.4136,248.8443,167.4825,487.27,330.6461,125.335,52.5103,81.56,17.3881,66.6147,337.9357,37.6892,143.4192,79.926
2021-06-11,124.6271,249.4731,167.3415,488.77,329.4526,124.9537,52.9404,81.31,17.7875,66.9079,341.65,37.8429,143.3209,80.2485
2021-06-14,127.6902,251.4078,169.1935,499.89,334.9326,125.6054,53.2515,81.55,17.9806,65.8327,337.0139,37.3909,140.8888,79.089
2021-06-15,126.8682,249.9278,169.1565,491.9,334.9127,125.2883,53.0685,80.47,17.7508,66.1748,335.5499,37.418,138.7519,79.0716
2021-06-16,127.3673,248.9797,170.7625,492.41,329.2736,124.9537,52.3639,80.11,17.7725,65.6861,335.2788,37.6259,139.7265,79.4203
2021-06-17,128.9722,252.3849,174.462,498.34,334.674,125.6243,52.3273,84.56,18.6177,63.5357,326.6934,35.9806,135.6939,76.6393
2021-06-18,127.6706,250.9628,174.345,500.77,327.8613,124.8255,50.9454,84.65,18.5992,62.4604,315.2434,35.0585,132.2604,73.309
2021-06-21,129.4713,254.0584,172.698,497.0,330.477,125.7078,51.1284,82.59,18.3882,64.4642,323.1147,35.9354,134.5047,74.9219
2021-06-22,131.1154,256.8444,175.272,508.82,337.1802,126.249,51.1284,83.58,18.8467,63.6823,323.1057,36.1343,134.308,74.7126
2021-06-23,130.8414,256.6122,175.1911,512.74,338.7317,125.7142,50.5702,83.82,19.0169,63.2912,326.2868,36.3422,135.1217,74.8608
2021-06-24,130.5576,257.9859,172.454,518.06,341.3076,126.5299,51.3115,86.1,19.1648,64.2688,333.2454,36.9117,136.3645,75.9157
2021-06-25,130.264,256.3704,170.073,527.07,339.5075,126.2446,51.165,85.62,18.9907,64.3665,333.2635,37.6259,137.7415,77.0665
2021-06-28,131.8983,259.9496,172.1945,533.03,353.6996,126.0701,52.6018,87.08,19.9426,63.0459,333.2092,37.5717,137.9918,76.4562
2021-06-29,133.4151,262.5422,172.407,533.5,349.9701,125.2738,51.9338,89.52,19.9843,64.0241,336.7428,36.966,137.822,79.0193
2021-06-30,134.0317,262.0585,172.008,528.21,345.8129,124.5755,51.3755,93.93,19.9601,65.8339,342.9875,37.2734,139.0738,79.9347
